Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","10","Australia","5510","Production","116","Potatoes","2015","2015","tonnes","1154503","","Official data"
"QC","Crops","10","Australia","5510","Production","116","Potatoes","2016","2016","tonnes","1130175","","Official data"
"QC","Crops","10","Australia","5510","Production","116","Potatoes","2017","2017","tonnes","1105194","","Official data"
"QC","Crops","10","Australia","5510","Production","116","Potatoes","2018","2018","tonnes","1188655","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1961","1961","tonnes","118000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1962","1962","tonnes","139000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1963","1963","tonnes","140000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1964","1964","tonnes","146000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1965","1965","tonnes","158000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1966","1966","tonnes","187000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1967","1967","tonnes","221000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1968","1968","tonnes","228000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1969","1969","tonnes","267000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1970","1970","tonnes","250000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1971","1971","tonnes","301000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1972","1972","tonnes","248000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1973","1973","tonnes","309000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1974","1974","tonnes","409000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1975","1975","tonnes","387000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1976","1976","tonnes","417000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1977","1977","tonnes","530000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1978","1978","tonnes","489697","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1979","1979","tonnes","692151","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1980","1980","tonnes","613163","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1981","1981","tonnes","760000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1982","1982","tonnes","857000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1983","1983","tonnes","520000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1984","1984","tonnes","634000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1985","1985","tonnes","864000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1986","1986","tonnes","687000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1987","1987","tonnes","549000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1988","1988","tonnes","761000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1989","1989","tonnes","805000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1990","1990","tonnes","924000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1991","1991","tonnes","787000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1992","1992","tonnes","1122000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1993","1993","tonnes","955000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1994","1994","tonnes","1082000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1995","1995","tonnes","1137000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1996","1996","tonnes","951200","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1997","1997","tonnes","1388000","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1998","1998","tonnes","1330900","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","1999","1999","tonnes","1389800","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2000","2000","tonnes","1100700","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2001","2001","tonnes","1643403","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2002","2002","tonnes","1192202","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2003","2003","tonnes","438111","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2004","2004","tonnes","553114","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2005","2005","tonnes","338885","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2006","2006","tonnes","1002654","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2007","2007","tonnes","162806","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2008","2008","tonnes","17614","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2009","2009","tonnes","60868","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2010","2010","tonnes","196684","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2011","2011","tonnes","723283","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2012","2012","tonnes","918733","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2013","2013","tonnes","1161115","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2014","2014","tonnes","819276","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2015","2015","tonnes","690390","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2016","2016","tonnes","273942","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2017","2017","tonnes","807304","","Official data"
"QC","Crops","10","Australia","5510","Production","27","Rice, paddy","2018","2018","tonnes","635113","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1961","1961","tonnes","200","F","FAO estimate"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1962","1962","tonnes","260","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1963","1963","tonnes","599","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1964","1964","tonnes","748","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1965","1965","tonnes","1112","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1966","1966","tonnes","770","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1967","1967","tonnes","775","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1968","1968","tonnes","887","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1969","1969","tonnes","1740","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1970","1970","tonnes","5028","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1971","1971","tonnes","9207","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1972","1972","tonnes","33629","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1973","1973","tonnes","37937","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1974","1974","tonnes","62541","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1975","1975","tonnes","73723","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1976","1976","tonnes","44607","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1977","1977","tonnes","55246","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1978","1978","tonnes","76500","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1979","1979","tonnes","98722","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1980","1980","tonnes","81962","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1981","1981","tonnes","73181","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1982","1982","tonnes","77089","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1983","1983","tonnes","53217","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1984","1984","tonnes","88635","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1985","1985","tonnes","109840","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1986","1986","tonnes","105234","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1987","1987","tonnes","89800","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1988","1988","tonnes","68952","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1989","1989","tonnes","129511","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1990","1990","tonnes","77413","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1991","1991","tonnes","62016","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1992","1992","tonnes","62600","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1993","1993","tonnes","48889","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1994","1994","tonnes","81263","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1995","1995","tonnes","27247","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1996","1996","tonnes","44606","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1997","1997","tonnes","74000","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1998","1998","tonnes","54000","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","1999","1999","tonnes","108800","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2000","2000","tonnes","104800","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2001","2001","tonnes","48649","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2002","2002","tonnes","63061","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2003","2003","tonnes","9212","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2004","2004","tonnes","59807","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2005","2005","tonnes","44689","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2006","2006","tonnes","50149","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2007","2007","tonnes","25907","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2008","2008","tonnes","34700","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2009","2009","tonnes","80105","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2010","2010","tonnes","59600","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2011","2011","tonnes","29750","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2012","2012","tonnes","86100","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2013","2013","tonnes","91800","","Official data"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2014","2014","tonnes","80000","*","Unofficial figure"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2015","2015","tonnes","37000","*","Unofficial figure"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2016","2016","tonnes","40000","*","Unofficial figure"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2017","2017","tonnes","31000","*","Unofficial figure"
"QC","Crops","10","Australia","5510","Production","236","Soybeans","2018","2018","tonnes","63000","*","Unofficial figure"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1961","1961","tonnes","6727192","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1962","1962","tonnes","8352912","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1963","1963","tonnes","8924460","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1964","1964","tonnes","10036954","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1965","1965","tonnes","7067060","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1966","1966","tonnes","12699257","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1967","1967","tonnes","7546691","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1968","1968","tonnes","14804143","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1969","1969","tonnes","10546200","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1970","1970","tonnes","7889918","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1971","1971","tonnes","8606000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1972","1972","tonnes","6590000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1973","1973","tonnes","11987000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1974","1974","tonnes","11357000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1975","1975","tonnes","11982000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1976","1976","tonnes","11800000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1977","1977","tonnes","9370336","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1978","1978","tonnes","18090000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1979","1979","tonnes","16188000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1980","1980","tonnes","10856000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1981","1981","tonnes","16360000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1982","1982","tonnes","8875571","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1983","1983","tonnes","22016000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1984","1984","tonnes","18666032","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1985","1985","tonnes","15999000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1986","1986","tonnes","16119000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1987","1987","tonnes","12287000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1988","1988","tonnes","13935000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1989","1989","tonnes","14214495","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1990","1990","tonnes","15066100","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1991","1991","tonnes","10557400","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1992","1992","tonnes","14738678","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1993","1993","tonnes","16479000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1994","1994","tonnes","8961000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1995","1995","tonnes","16504000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1996","1996","tonnes","23702000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1997","1997","tonnes","19224000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1998","1998","tonnes","22108000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","1999","1999","tonnes","24757000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2000","2000","tonnes","22108000","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2001","2001","tonnes","22108078","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2002","2002","tonnes","24299335","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2003","2003","tonnes","10131924","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2004","2004","tonnes","26131870","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2005","2005","tonnes","21905113","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2006","2006","tonnes","25150343","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2007","2007","tonnes","10821628","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2008","2008","tonnes","13569378","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2009","2009","tonnes","21420177","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2010","2010","tonnes","21834010","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2011","2011","tonnes","27410076","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2012","2012","tonnes","29905009","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2013","2013","tonnes","22855576","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2014","2014","tonnes","25303037","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2015","2015","tonnes","23742560","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2016","2016","tonnes","22274514","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2017","2017","tonnes","31818744","","Official data"
"QC","Crops","10","Australia","5510","Production","15","Wheat","2018","2018","tonnes","20941134","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1961","1961","tonnes","19962","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1962","1962","tonnes","22600","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1963","1963","tonnes","23241","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1964","1964","tonnes","21158","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1965","1965","tonnes","40386","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1966","1966","tonnes","23559","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1967","1967","tonnes","24785","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1968","1968","tonnes","26070","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1969","1969","tonnes","28864","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1970","1970","tonnes","30850","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1971","1971","tonnes","29961","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1972","1972","tonnes","30698","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1973","1973","tonnes","22265","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1974","1974","tonnes","27340","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1975","1975","tonnes","34192","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1976","1976","tonnes","42348","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1977","1977","tonnes","46125","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1978","1978","tonnes","51758","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1979","1979","tonnes","69099","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1980","1980","tonnes","83038","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1981","1981","tonnes","109503","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1982","1982","tonnes","190993","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1983","1983","tonnes","153540","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1984","1984","tonnes","255773","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1985","1985","tonnes","288649","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1986","1986","tonnes","355803","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1987","1987","tonnes","333275","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1988","1988","tonnes","432937","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1989","1989","tonnes","477280","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1990","1990","tonnes","543515","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1991","1991","tonnes","526904","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1992","1992","tonnes","599841","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1993","1993","tonnes","698765","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1994","1994","tonnes","699935","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1995","1995","tonnes","686373","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1996","1996","tonnes","700777","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1997","1997","tonnes","793585","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1998","1998","tonnes","791437","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","1999","1999","tonnes","937715","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2000","2000","tonnes","1153269","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2001","2001","tonnes","716030","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2002","2002","tonnes","857388","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2003","2003","tonnes","841821","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2004","2004","tonnes","980203","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2005","2005","tonnes","850535","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2006","2006","tonnes","863019","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2007","2007","tonnes","1115379","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2008","2008","tonnes","1124155","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2009","2009","tonnes","1222885","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2010","2010","tonnes","1279124","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2011","2011","tonnes","1338995","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2012","2012","tonnes","1339771","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2013","2013","tonnes","1231472","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2014","2014","tonnes","1378617","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2015","2015","tonnes","1264651","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2016","2016","tonnes","1055383","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2017","2017","tonnes","1307642","","Official data"
"QC","Crops","21","Brazil","5510","Production","515","Apples","2018","2018","tonnes","1195007","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1961","1961","tonnes","2823040","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1962","1962","tonnes","3126860","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1963","1963","tonnes","3256300","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1964","1964","tonnes","3517340","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1965","1965","tonnes","3624630","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1966","1966","tonnes","3701020","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1967","1967","tonnes","4188910","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1968","1968","tonnes","4387310","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1969","1969","tonnes","4815870","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1970","1970","tonnes","5126160","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1971","1971","tonnes","5250590","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1972","1972","tonnes","5851890","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1973","1973","tonnes","3677240","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1974","1974","tonnes","3668710","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1975","1975","tonnes","3782310","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1976","1976","tonnes","4530240","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1977","1977","tonnes","4447660","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1978","1978","tonnes","4326660","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1979","1979","tonnes","4252290","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1980","1980","tonnes","4659680","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1981","1981","tonnes","4652300","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1982","1982","tonnes","4726800","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1983","1983","tonnes","4552540","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1984","1984","tonnes","4896480","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1985","1985","tonnes","5007630","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1986","1986","tonnes","5243850","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1987","1987","tonnes","5347720","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1988","1988","tonnes","5357250","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1989","1989","tonnes","5721700","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1990","1990","tonnes","5725830","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1991","1991","tonnes","5762141","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1992","1992","tonnes","5848523","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1993","1993","tonnes","5802992","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1994","1994","tonnes","5955238","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1995","1995","tonnes","5801110","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1996","1996","tonnes","5160178","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1997","1997","tonnes","5412360","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1998","1998","tonnes","5322200","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","1999","1999","tonnes","5478350","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","2000","2000","tonnes","5663360","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","2001","2001","tonnes","6177293","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","2002","2002","tonnes","6689179","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","2003","2003","tonnes","6800981","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","2004","2004","tonnes","6583564","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","2005","2005","tonnes","6703400","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","2006","2006","tonnes","6956179","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","2007","2007","tonnes","7098350","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","2008","2008","tonnes","6998150","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","2009","2009","tonnes","6783490","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","2010","2010","tonnes","6969306","","Official data"
"QC","Crops","21","Brazil","5510","Production","486","Bananas","2011","2011","tonnes","7329471","","Official data"
